Hobby_1,Hobby_2,Hobby_3,Hobby_4,Hobby_5,SSC Percent,Aptitude Percent,Course_1,Course_2,Course_3,Course_4,Course_5
Dance,History/Geography,Sports,Photography,Coding,more than 80,more than 75,B.Sc in Fashion Design,Five Year Integrated Programme (B.A. and M.A.) in German,Diploma in Aviation Safety and Hospitality,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.),Bachelor of Engineering (Construction Engineering)
Dance,History/Geography,Sports,Photography,Coding,more than 80,more than 75,Bachelor of Music (B.Mus.),Diploma Course in Rainfed Agriculture,Bachelor of Physical Education (B.P.Ed.),Bachelor of Engineering (Instrumentation Engineering),Bachelor of Engineering (Computer Engineering)
Dance,History/Geography,Sports,Photography,Drawing/Painting,less than 80,less than 75,Bachelor of Music (B.Mus.),Bachelor of Arts (B.A.) in English Literature,Bachelor of Physical Education (B.P.Ed.),Certificate Course in Studio Singing Technique,Bachelor of Architecture with Interior Design Course
Dance,History/Geography,Sports,Photography,Drawing/Painting,less than 80,less than 75,Certificate Course in Dramatics (In Marathi),Diploma Course in Rainfed Agriculture,B.Sc. Aviation,Bachelor of Management Studies (B.M.S.),Bachelor of Fine Art (B.F.A.) (Ceramics)
Dance,History/Geography,Sports,Photography,Drawing/Painting,less than 80,more than 75,B.Sc. in Home Science,Five Years Integrated Programme (B.A. and M.A.) in Russian,B.Sc. In Physiotherapy,Certificate Courses in Performing Folk Arts,Bachelor of Fine Art (B.F.A.) (Applied Art)
Dance,History/Geography,Sports,Photography,Drawing/Painting,less than 80,more than 75,Certificate Course in Dramatics (In Marathi),Bachelor In Heritage Management (B.H.M.),Diploma in Aviation Safety and Hospitality,Bachelor of Fine Art (B.F.A.) (Textile Design),Bachelor of Fine Art (B.F.A.) (Interior Decoration)
Dance,History/Geography,Sports,Photography,Drawing/Painting,more than 80,less than 75,B.Sc. in Home Science,Bachelor of Fine Art (B.F.A.) Painting,B.Sc. in Sports Management,Bachelor of Engineering (Instrumentation Engineering),Bachelor of Culinary Arts
Dance,History/Geography,Sports,Photography,Drawing/Painting,more than 80,less than 75,Diploma in Music,Bachelor of Library & Information Science (B.L.I.Sc.),B.Sc. in Sports Management,Bachelor of Engineering (Instrumentation Engineering),Bachelor of Fine Art (B.F.A.) (Metal Work)
Dance,History/Geography,Sports,Photography,Drawing/Painting,more than 80,more than 75,B.Sc in Fashion Design,Bachelor of Arts (B.A.) in English Literature,Diploma in Aviation Safety and Hospitality,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.),Bachelor of Fine Art (B.F.A.) (Ceramics)
Dance,History/Geography,Sports,Photography,Drawing/Painting,more than 80,more than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),B.Sc. (Hospitality Studies),Diploma in Aviation Safety and Hospitality,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.),Bachelor of Fine Art (B.F.A.) (Ceramics)
Dance,History/Geography,Sports,Coding,Drawing/Painting,less than 80,less than 75,B.Sc in Fashion Design,Bachelor of Arts (B.A.) in English Literature,Bachelor of Science (B.Sc.) in Physics,B.Sc. Information Technology (I.T.),B.Sc in Fashion Design
Dance,History/Geography,Sports,Coding,Drawing/Painting,less than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Dance,Five Years Integrated Programme (B.A. and M.A.) in Russian,Bachelor of Physical Education (B.P.Ed.),B.Sc. Information Technology (I.T.),B.Sc. In Life Sciences
Dance,History/Geography,Sports,Coding,Drawing/Painting,less than 80,more than 75,Bachelor of Performing Arts (B.P.A.) - Dance,B.Sc. in Environmental Sciences,Bachelor of Engineering (Mechanical Engineering),B.Sc. Computer Science,Bachelor of Fine Art (B.F.A.) (Interior Decoration)
Dance,History/Geography,Sports,Coding,Drawing/Painting,less than 80,more than 75,Certificate Course in Dramatics (In Marathi),B.Sc. in Environmental Sciences,Bachelor of Engineering (Mechanical Engineering),B.Sc. Information Technology (I.T.),Certificate Courses in Performing Folk Arts
Dance,History/Geography,Sports,Coding,Drawing/Painting,more than 80,less than 75,Bachelor of Music (B.Mus.),Bachelor of Social Work (B.S.W.),B.Sc. in Sports Management,Bachelor of Engineering (Electronics & Telecommunication Engineering),Bachelor of Fine Art (B.F.A.) (Applied Art)
Dance,History/Geography,Sports,Coding,Drawing/Painting,more than 80,less than 75,B.Sc. in Home Science,Bachelor of Social Work (B.S.W.),B.Sc. in Sports Management,Bachelor of Engineering (Instrumentation Engineering),B.Sc. In Life Sciences
Dance,History/Geography,Sports,Coding,Drawing/Painting,more than 80,more than 75,B.Sc in Fashion Design,Bachelor of Engineering (Marine Engineering),B.Sc. Aviation,Bachelor of Engineering (Information Technology),B.Sc in Fashion Design
Dance,History/Geography,Sports,Coding,Drawing/Painting,more than 80,more than 75,Diploma in Music,Bachelor of Fine Art (B.F.A.) Painting,Bachelor of Journalism and Mass Communication (BJMC) degree,Bachelor of Engineering (Electronics & Telecommunication Engineering),Bachelor of Fine Art (B.F.A.) (Interior Decoration)
Dance,History/Geography,Science,Music,Cooking/Baking,less than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Bachelor of Engineering (Marine Engineering),B.Sc. in Forensic Science,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),B.Sc. in Maritime Hospitality Studies
Dance,History/Geography,Science,Music,Cooking/Baking,less than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Dance,B.Sc. (Hospitality Studies),B.Sc. in Home Science,Bachelor of Fine Art (B.F.A.) (Ceramics),B.Sc. In Nursing
Dance,History/Geography,Science,Music,Cooking/Baking,less than 80,more than 75,Certificate Course in Dramatics (In Marathi),Diploma in Early Childhood Care and Education (Dip E.C.C.Ed.),Bachelor of Architecture (B.Arch.),Bachelor of Architecture with Interior Design Course,B.Sc. In Nursing
Dance,History/Geography,Science,Music,Cooking/Baking,less than 80,more than 75,Certificate Course in Dramatics (In Marathi),Bachelor of Arts (B.A.) in English Literature,B.Sc. In Life Sciences,B.Sc. in Maritime Hospitality Studies,Bachelor of Science (B.Sc.) in Mathematics
Dance,History/Geography,Science,Music,Cooking/Baking,more than 80,less than 75,B.Sc. in Home Science,Diploma in Early Childhood Care and Education (Dip E.C.C.Ed.),Bachelor of Engineering (Bio-Medical Engineering),Bachelor of Theatre Arts,B.Sc. In Nursing
Dance,History/Geography,Science,Music,Cooking/Baking,more than 80,less than 75,Bachelor of Music (B.Mus.),B.Sc. in Environmental Sciences,Bachelor of Engineering (Automobile Engineering),Bachelor of Architecture with Interior Design Course,Diploma in Yogic Education
Dance,History/Geography,Science,Music,Cooking/Baking,more than 80,more than 75,Diploma in Music,B.Sc. (Hospitality Studies),Bachelor of Engineering (Information Technology),Bachelor of Culinary Arts,B.Sc. in Maritime Hospitality Studies
Dance,History/Geography,Science,Music,Cooking/Baking,more than 80,more than 75,B.Sc. in Home Science,B.Sc. (Hospitality Studies),Bachelor of Engineering (Civil Engineering),Diploma in Music,Bachelor of Physical Education (B.P.Ed.)
Dance,History/Geography,Science,Music,Photography,less than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Dance,Bachelor of Engineering (Marine Engineering),B.Sc. Information Technology (I.T.),Bachelor of Music (B.Mus.),Certificate Courses in Performing Folk Arts
Dance,History/Geography,Science,Music,Photography,less than 80,less than 75,Certificate Course in Dramatics (In Marathi),Diploma Course in Rainfed Agriculture,Bachelor of Science (B.Sc.) in Mathematics,Certificate Course in Studio Singing Technique,Diploma in Bakery and Confectionary
Dance,History/Geography,Science,Music,Photography,less than 80,more than 75,Certificate Course in Dramatics (In Marathi),Bachelor In Heritage Management (B.H.M.),B.Sc. In Life Sciences,Bachelor of Culinary Arts,Certificate Courses in Performing Folk Arts
Dance,History/Geography,Science,Music,Photography,less than 80,more than 75,B.Sc in Fashion Design,Five Year Integrated Programme (B.A. and M.A.) in German,Bachelor of Architecture (B.Arch.),Certificate Course in Studio Singing Technique,Certificate Course in Dramatics (In Marathi)
Dance,History/Geography,Science,Music,Photography,more than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Bachelor of Arts (B.A.) in English Literature,Bachelor of Engineering (Construction Engineering),Bachelor of Culinary Arts,Bachelor of Engineering (Instrumentation Engineering)
Dance,History/Geography,Science,Music,Photography,more than 80,less than 75,B.Sc. in Home Science,Diploma in Early Childhood Care and Education (Dip E.C.C.Ed.),Bachelor of Engineering (Chemical Engineering),Diploma in Music,Bachelor of Engineering (Instrumentation Engineering)
Dance,History/Geography,Science,Music,Photography,more than 80,more than 75,Bachelor of Performing Arts (B.P.A.) - Dance,Bachelor of Science in Nautical Sciences,Bachelor of Engineering (Civil Engineering),Bachelor of Architecture with Interior Design Course,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.)
Dance,History/Geography,Science,Music,Photography,more than 80,more than 75,B.Sc. in Home Science,B.Sc. in Environmental Sciences,Bachelor of Engineering (Computer Engineering),Bachelor of Music (B.Mus.),Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.)
Dance,History/Geography,Science,Music,Coding,less than 80,less than 75,Bachelor of Music (B.Mus.),Five Years Integrated Programme (B.A. and M.A.) in Russian,Bachelor of Science (B.Sc.) in Physics,Bachelor of Theatre Arts,B.Sc. Computer Science
Dance,History/Geography,Science,Music,Coding,less than 80,less than 75,Diploma in Music,Bachelor of Arts (B.A.) in English Literature,B.Sc. in Home Science,B.Sc. in Maritime Hospitality Studies,B.Sc. Information Technology (I.T.)
Dance,History/Geography,Science,Music,Coding,less than 80,more than 75,B.Sc. in Home Science,Bachelor of Library & Information Science (B.L.I.Sc.),B.Sc. in Forensic Science,Certificate Course in Studio Singing Technique,B.Sc. Computer Science
Dance,History/Geography,Science,Music,Coding,less than 80,more than 75,B.Sc in Fashion Design,Diploma Course in Rainfed Agriculture,Bachelor of Architecture (B.Arch.),Diploma in Music,B.Sc. Information Technology (I.T.)
Dance,History/Geography,Science,Music,Coding,more than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),B.Sc. in Environmental Sciences,Bachelor of Engineering (Electronics & Telecommunication Engineering),B.Sc. in Maritime Hospitality Studies,Bachelor of Engineering (Information Technology)
Dance,History/Geography,Science,Music,Coding,more than 80,less than 75,Diploma in Music,Diploma Course in Rainfed Agriculture,Bachelor of Engineering (Automobile Engineering),Diploma in Music,Bachelor of Engineering (Information Technology)
Dance,History/Geography,Science,Music,Coding,more than 80,more than 75,Certificate Course in Dramatics (In Marathi),Five Year Integrated Programme (B.A. and M.A.) in German,Bachelor of Engineering (Electronics & Telecommunication Engineering),B.Sc. in Maritime Hospitality Studies,Bachelor of Engineering (Construction Engineering)
Dance,History/Geography,Science,Music,Coding,more than 80,more than 75,B.Sc in Fashion Design,Bachelor of Engineering (Marine Engineering),Bachelor of Engineering (Civil Engineering),Certificate Course in Music Appreciation and Music Journalism,Bachelor of Engineering (Instrumentation Engineering)
Dance,History/Geography,Science,Music,Drawing/Painting,less than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Dance,B.Sc. (Hospitality Studies),Bachelor of Science in Nautical Sciences,Certificate Course in Studio Singing Technique,B.Sc in Fashion Design
Dance,History/Geography,Science,Music,Drawing/Painting,less than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Bachelor of Arts (B.A.) in English Literature,Bachelor of Science (B.Sc.) in Physics,Certificate Course in Studio Singing Technique,Bachelor of Fine Art (B.F.A.) (Interior Decoration)
Dance,History/Geography,Science,Music,Drawing/Painting,less than 80,more than 75,Bachelor of Music (B.Mus.),Bachelor In Heritage Management (B.H.M.),Diploma in Aviation Safety and Hospitality,Bachelor of Music (B.Mus.),Bachelor of Architecture (B.Arch.)
Dance,History/Geography,Science,Music,Drawing/Painting,less than 80,more than 75,Bachelor of Performing Arts (B.P.A.) - Dance,B.Sc. (Hospitality Studies),Diploma Course in Rainfed Agriculture,Bachelor of Culinary Arts,B.Sc in Fashion Design
Dance,History/Geography,Science,Music,Drawing/Painting,more than 80,less than 75,Bachelor of Music (B.Mus.),Five Year Integrated Programme (B.A. and M.A.) in German,Bachelor of Engineering (Chemical Engineering),Advanced Certificate Course in Sound Recording and Reproduction,Bachelor of Fine Art (B.F.A.) (Textile Design)
Dance,History/Geography,Science,Music,Drawing/Painting,more than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Bachelor of Library & Information Science (B.L.I.Sc.),Bachelor of Engineering (Mechanical Engineering),Certificate Course in Studio Singing Technique,Bachelor of Culinary Arts
Dance,History/Geography,Science,Music,Drawing/Painting,more than 80,more than 75,Diploma in Music,Bachelor of Social Work (B.S.W.),Bachelor of Engineering (Construction Engineering),Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Bachelor of Culinary Arts
Dance,History/Geography,Science,Music,Drawing/Painting,more than 80,more than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Diploma in Early Childhood Care and Education (Dip E.C.C.Ed.),Bachelor of Engineering (Electronics & Telecommunication Engineering),Certificate Course in Light Music,Certificate Courses in Performing Folk Arts
Dance,History/Geography,Science,Cooking/Baking,Photography,less than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Five Year Integrated Programme (B.A. and M.A.) in German,B.Sc. in Forensic Science,B.Sc. In Nursing,Bachelor of Fine Art (B.F.A.) (Textile Design)
Dance,History/Geography,Science,Cooking/Baking,Photography,less than 80,less than 75,Diploma in Music,Bachelor of Social Work (B.S.W.),Diploma Course in Rainfed Agriculture,Bachelor of Theatre Arts,"B.A. Programme in Film, Television and New Media Production"
Dance,History/Geography,Science,Cooking/Baking,Photography,less than 80,more than 75,B.Sc. in Home Science,Bachelor of Engineering (Marine Engineering),Bachelor of Science (B.Sc.) in Physics,Bachelor of Science (B.Sc.) in Mathematics,Bachelor of Fine Art (B.F.A.) (Interior Decoration)
Dance,History/Geography,Science,Cooking/Baking,Photography,less than 80,more than 75,Certificate Course in Dramatics (In Marathi),Bachelor of Library & Information Science (B.L.I.Sc.),B.Sc. (Hospitality Studies),Certificate Course in Food Processing and Preservation,Bachelor of Commerce (Accounting & Finance)
Dance,History/Geography,Science,Cooking/Baking,Photography,more than 80,less than 75,Certificate Course in Dramatics (In Marathi),Diploma Course in Rainfed Agriculture,Bachelor of Engineering (Construction Engineering),Bachelor of Science (B.Sc.) in Chemistry,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.)
Dance,History/Geography,Science,Cooking/Baking,Photography,more than 80,less than 75,B.Sc in Fashion Design,Bachelor of Library & Information Science (B.L.I.Sc.),Bachelor of Engineering (Construction Engineering),Bachelor of Science (B.Sc.) in Mathematics,Bachelor of Engineering (Instrumentation Engineering)
